time(sec)  velocity(km/h)  position(m)   Power(kW)
 1462         0.00000     65168.36059         0.00000
 1463         0.00000     65168.36059         0.00000
 1464         0.00000     65168.36059         0.00000
 1465         0.00000     65168.36059         0.00000
 1466         0.00000     65168.36059         0.00000
 1467         0.00000     65168.36059         0.00000
 1468         0.00000     65168.36059         0.00000
 1469         0.00000     65168.36059         0.00000
 1470         0.00000     65168.36059         0.00000
 1471         0.00000     65168.36059         0.00000
 1472         0.00000     65168.36059         0.00000
 1473         0.00000     65168.36059         0.00000
 1474         0.00000     65168.36059         0.00000
 1475         0.00000     65168.36059         0.00000
 1476         0.00000     65168.36059         0.00000
 1477         0.00000     65168.36059         0.00000
 1478         0.00000     65168.36059         0.00000
 1479         0.00000     65168.36059         0.00000
 1480         0.00000     65168.36059         0.00000
 1481         0.00000     65168.36059         0.00000
 1482         0.00000     65168.36059         0.00000
 1483         0.00000     65168.36059         0.00000
 1484         0.00000     65168.36059         0.00000
 1485         0.00000     65168.36059         0.00000
 1486         0.00000     65168.36059         0.00000
 1487         0.00000     65168.36059         0.00000
 1488         0.00000     65168.36059         0.00000
 1489         0.00000     65168.36059         0.00000
 1490         0.00000     65168.36059         0.00000
 1491         0.00000     65168.36059         0.00000
 1492         0.00000     65168.36059         0.00000
 1493         0.00000     65168.36059         0.00000
 1494         0.00000     65168.36059         0.00000
 1495         0.00000     65168.36059         0.00000
 1496         0.00000     65168.36059         0.00000
 1497         0.00000     65168.36059         0.00000
 1498         0.00000     65168.36059         0.00000
 1499         0.00000     65168.36059         0.00000
 1500         0.00000     65168.36059         0.00000
 1501         1.84146     65170.25576       255.75892
 1502         3.68227     65171.02294       511.42611
 1503         5.52239     65172.30137       766.99843
 1504         7.36180     65174.09084      1022.47273
 1505         9.20049     65176.39116      1277.84587
 1506        11.03843     65179.20212      1533.11473
 1507        12.87559     65182.52351      1788.27618
 1508        14.71196     65186.35511      2043.32709
 1509        16.54750     65190.69670      2298.26435
 1510        18.38221     65195.54805      2553.08485
 1511        20.21606     65200.90892      2807.78549
 1512        22.04901     65206.77907      3062.36316
 1513        23.88107     65213.15825      3316.81477
 1514        25.71219     65220.04620      3571.13724
 1515        27.54236     65227.44267      3825.32749
 1516        29.37155     65235.34738      4079.38244
 1517        31.19975     65243.76006      4333.29902
 1518        33.02693     65252.68043      4587.07418
 1519        34.85308     65262.10821      4840.70486
 1520        36.67815     65272.04310      5094.18801
 1521        38.50215     65282.48481      5347.52060
 1522        40.32504     65293.43303      5600.69959
 1523        42.14680     65304.88745      5853.72196
 1524        43.96741     65316.84776      6106.58469
 1525        45.78685     65329.31363      6359.28476
 1526        47.60510     65342.28473      6611.81919
 1527        49.42213     65355.76074      6864.18498
 1528        51.23793     65369.74130      7116.37913
 1529        53.05247     65384.22608      7368.39868
 1530        54.86573     65399.21472      7620.24065
 1531        56.67770     65414.70686      7871.90209
 1532        58.48834     65430.70214      8123.38004
 1533        60.29764     65447.20020      8374.67157
 1534        62.10557     65464.20064      8625.77373
 1535        63.91212     65481.70310      8876.68360
 1536        65.71727     65499.70718      9127.39827
 1537        67.52099     65518.21249      9377.91484
 1538        69.32326     65537.21864      9628.23040
 1539        71.12406     65556.72521      9878.34207
 1540        72.92338     65576.73180     10128.24697
 1541        74.72118     65597.23799     10377.94223
 1542        76.51746     65618.24336     10627.42501
 1543        78.31219     65639.74747     10876.69244
 1544        80.10534     65661.74991     11125.74170
 1545        81.89690     65684.25022     11374.56996
 1546        83.68686     65707.24796     11623.17439
 1547        85.47518     65730.74269     11871.55221
 1548        87.26184     65754.73394     12119.70060
 1549        89.04684     65779.22126     12367.61680
 1550        90.83015     65804.20418     12615.29802
 1551        92.61174     65829.68222     12862.74150
 1552        94.39160     65855.65490     13109.94450
 1553        96.16971     65882.12175     13356.90427
 1554        97.94605     65909.08227     13603.61808
 1555        99.72060     65936.53597     13850.08323
 1556       101.49334     65964.48235     14096.29700
 1557       103.26425     65992.92091     14342.25670
 1558       105.03331     66021.85112     14587.95965
 1559       106.80050     66051.27249     14833.40319
 1560       108.56581     66081.18448     15078.58465
 1561       110.32921     66111.58656     15323.50139
 1562       112.09069     66142.47821     15568.15078
 1563       113.85022     66173.85889     15812.53020
 1564       115.60779     66205.72806     16056.63703
 1565       117.36337     66238.08517     16300.46869
 1566       119.11696     66270.92966     16544.02260
 1567       120.86853     66304.26098     16787.29617
 1568       122.61807     66338.07856     17030.28687
 1569       124.36554     66372.38184     17272.99213
 1570       126.11095     66407.17024     17515.40944
 1571       127.85426     66442.44319     17757.53626
 1572       129.59546     66478.20009     17999.37011
 1573       131.33454     66514.44037     18240.90849
 1574       133.07147     66551.16343     18482.14892
 1575       134.80624     66588.36867     18723.08893
 1576       136.53883     66626.05548     18963.72608
 1577       138.26922     66664.22327     19204.05793
 1578       139.99739     66702.87141     19444.08206
 1579       141.72333     66741.99928     19683.79605
 1580       143.44702     66781.60628     19923.19751
 1581       145.16845     66821.69176     20162.28407
 1582       146.88758     66862.25510     20401.05335
 1583       148.60442     66903.29565     20639.50300
 1584       150.31894     66944.81279     20877.63068
 1585       152.02720     66986.80531     21070.08746
 1586       153.71233     67029.26913     21064.25952
 1587       155.37510     67072.19794     21058.69604
 1588       157.01621     67115.58562     21053.37930
 1589       158.63631     67159.42625     21048.29312
 1590       160.23605     67203.71408     21043.42272
 1591       161.81601     67248.44353     21038.75455
 1592       163.37677     67293.60919     21034.27618
 1593       164.91886     67339.20581     21029.97618
 1594       166.44279     67385.22826     21025.84402
 1595       167.94906     67431.67157     21021.86999
 1596       169.43812     67478.53090     21018.04512
 1597       170.91043     67525.80153     21014.36109
 1598       172.80643     67573.53998     21064.44909
 1599       174.68173     67621.80223     21059.41709
 1600       176.53691     67670.58259     21054.59008
 1601       178.37251     67719.87557     21049.95559
 1602       180.18908     67769.67579     21045.50217
 1603       181.98710     67819.97804     21041.21925
 1604       183.76705     67870.77722     21037.09708
 1605       185.52939     67922.06840     21033.12663
 1606       187.27455     67973.84672     21029.29955
 1607       189.00294     68026.10749     21025.60809
 1608       190.71496     68078.84608     21022.04505
 1609       192.41099     68132.05802     21018.60375
 1610       194.09138     68185.73891     21015.27793
 1611       195.75648     68239.88444     21012.06180
 1612       197.40663     68294.49043     21008.94992
 1613       199.04214     68349.55276     21005.93722
 1614       200.66332     68405.06741     21003.01895
 1615       202.27047     68461.03043     21000.19066
 1616       203.86385     68517.43798     20997.44819
 1617       205.44376     68574.28626     20994.78762
 1618       207.01044     68631.57156     20992.20526
 1619       208.56416     68689.29026     20989.69766
 1620       210.10514     68747.43877     20987.26156
 1621       211.63364     68806.01360     20984.89389
 1622       213.14987     68865.01131     20982.59176
 1623       214.65405     68924.42852     20980.35242
 1624       216.14639     68984.26192     20978.17330
 1625       217.62710     69044.50824     20976.05195
 1626       219.09638     69105.16428     20973.98607
 1627       220.55440     69166.22688     20971.97347
 1628       222.00137     69227.69296     20970.01207
 1629       223.43745     69289.55946     20968.09991
 1630       224.86282     69351.82339     20966.23511
 1631       226.27765     69414.48179     20964.41592
 1632       227.68210     69477.53175     20962.64064
 1633       229.07632     69540.97042     20960.90766
 1634       230.46048     69604.79498     20959.21548
 1635       231.83472     69669.00265     20957.56263
 1636       233.19918     69733.59069     20955.94774
 1637       234.55401     69798.55641     20954.36948
 1638       235.89933     69863.89715     20952.82660
 1639       237.23529     69929.61029     20951.31790
 1640       238.56201     69995.69325     20949.84223
 1641       239.87962     70062.14348     20948.39850
 1642       241.18824     70128.95846     20946.98567
 1643       242.48798     70196.13571     20945.60273
 1644       243.77898     70263.67279     20944.24872
 1645       245.06132     70331.56727     20942.92273
 1646       245.89510     70399.75567     20904.21510
 1647       246.72336     70468.17490     20903.50703
 1648       247.54616     70536.82344     20902.81017
 1649       248.36354     70605.69979     20902.12425
 1650       249.17558     70674.80244     20901.44901
 1651       249.98232     70744.12993     20900.78422
 1652       250.78382     70813.68078     20900.12962
 1653       251.58013     70883.45355     20899.48500
 1654       252.37130     70953.44681     20898.85011
 1655       253.15738     71023.65913     20898.22475
 1656       253.93843     71094.08910     20897.60870
 1657       254.71449     71164.73534     20897.00176
 1658       255.48560     71235.59646     20896.40372
 1659       256.25183     71306.67111     20895.81439
 1660       257.01321     71377.95792     20895.23359
 1661       257.76979     71449.45555     20894.66113
 1662       258.52161     71521.16269     20894.09684
 1663       259.26872     71593.07802     20893.54054
 1664       260.01117     71665.20022     20892.99206
 1665       260.74899     71737.52802     20892.45124
 1666       261.48223     71810.06014     20891.91793
 1667       262.21094     71882.79530     20891.39197
 1668       262.93514     71955.73226     20890.87321
 1669       263.65489     72028.86976     20890.36150
 1670       264.37022     72102.20658     20889.85671
 1671       265.08116     72175.74149     20889.35869
 1672       265.78777     72249.47329     20888.86731
 1673       266.49008     72323.40077     20888.38244
 1674       267.18812     72397.52274     20887.90396
 1675       267.88193     72471.83803     20887.43174
 1676       268.57156     72546.34546     20886.96565
 1677       268.57156     72620.94867      7029.41219
 1678       268.57156     72695.55188      7029.41219
 1679       268.57156     72770.15509      7029.41219
 1680       268.57156     72844.75830      7029.41219
 1681       268.57156     72919.36151      7029.41219
 1682       268.57156     72993.96472      7029.41219
 1683       268.57156     73068.56793      7029.41219
 1684       268.57156     73143.17114      7029.41219
 1685       268.57156     73217.77435      7029.41219
 1686       268.57156     73292.37756      7029.41219
 1687       268.57156     73366.98077      7029.41219
 1688       268.57156     73441.58398      7029.41219
 1689       268.57156     73516.18719      7029.41219
 1690       268.57156     73590.79040      7029.41219
 1691       268.57156     73665.39361      7029.41219
 1692       268.57156     73739.99682      7029.41219
 1693       268.57156     73814.60003      7029.41219
 1694       268.57156     73889.20324      7029.41219
 1695       268.57156     73963.80645      7029.41219
 1696       268.22249     74038.36118         0.00000
 1697       267.87419     74112.81905         0.00000
 1698       267.52663     74187.18028         0.00000
 1699       267.17983     74261.44506         0.00000
 1700       266.83378     74335.61362         0.00000
 1701       266.48847     74409.68615         0.00000
 1702       266.14391     74483.66287         0.00000
 1703       265.80008     74557.54398         0.00000
 1704       265.45700     74631.32969         0.00000
 1705       265.11465     74705.02020         0.00000
